ZONE_NAME,CIRCLE_NAME,DIVISION_NAME,FEEDER_NAME,SUBSTATION_NAME,FEEDER_CODE,METER_MF,METER_SR_NO,DAYPROFILE_DATE,INTERVAL,RPH_LCURR,YPH_LCURR,BPH_LCURR,PF
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 14:00,15,35.68,23.2,23.2,96.03
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 15:00,16,27.51,15.68,27.51,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 16:00,17,27.51,23.2,23.2,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 17:00,18,35.4,35.68,27.51,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 18:00,19,35.4,35.68,23.2,95.23
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 19:00,20,27.51,23.2,23.2,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 20:00,21,15.68,23.2,26.2,96.95
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 21:00,22,15.68,23.2,27.51,97.77
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 22:00,23,26.2,23.2,26.2,93.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-03-2025 23:00,24,35.68,23.2,23.2,94.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 00:00,1,27.51,15.68,35.4,89.9
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 01:00,2,35.68,22.44,22.09,95.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 03:00,4,27.51,26.2,15.68,95.93
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 04:00,5,27.51,27.08,15.68,95.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 06:00,7,27.51,27.51,15.68,97.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 09:00,10,27.08,35.4,15.68,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 10:00,11,35.4,35.4,15.68,62.4
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 11:00,12,35.68,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 14:00,15,27.51,35.4,15.68,96.03
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 15:00,16,27.51,35.4,15.68,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 16:00,17,27.51,35.4,22.09,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 17:00,18,35.4,35.4,35.4,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 18:00,19,35.4,35.4,15.68,95.23
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 19:00,20,27.51,35.4,15.68,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 20:00,21,35.68,35.4,26.2,96.95
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 21:00,22,27.51,27.51,15.68,97.77
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 22:00,23,26.2,27.51,27.51,93.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-04-2025 23:00,24,35.68,27.51,27.51,94.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 00:00,1,27.51,15.68,35.4,89.9
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 01:00,2,35.68,22.44,22.09,95.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 03:00,4,27.51,26.2,15.68,95.93
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 04:00,5,27.51,27.08,15.68,95.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 06:00,7,27.51,27.51,15.68,97.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 09:00,10,27.08,35.4,15.68,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 10:00,11,35.4,35.4,15.68,62.4
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 11:00,12,35.68,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 14:00,15,27.51,35.4,15.68,96.03
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 15:00,16,27.51,35.4,15.68,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 16:00,17,27.51,35.4,22.09,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 17:00,18,35.4,35.4,35.4,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 18:00,19,35.4,35.4,15.68,95.23
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 19:00,20,27.51,35.4,15.68,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 20:00,21,35.68,35.4,26.2,96.95
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 21:00,22,27.51,27.51,15.68,97.77
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 22:00,23,26.2,27.51,27.51,93.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-05-2025 23:00,24,35.68,27.51,27.51,94.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 00:00,1,27.51,15.68,35.4,89.9
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 01:00,2,35.68,22.44,22.09,95.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 03:00,4,27.51,26.2,15.68,95.93
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 04:00,5,27.51,27.08,15.68,95.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 06:00,7,27.51,27.51,15.68,97.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 09:00,10,27.08,35.4,15.68,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 10:00,11,35.4,35.4,15.68,62.4
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 11:00,12,35.68,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 14:00,15,27.51,35.4,15.68,96.03
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 15:00,16,27.51,35.4,15.68,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 16:00,17,27.51,35.4,22.09,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 17:00,18,35.4,35.4,35.4,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 18:00,19,35.4,35.4,15.68,95.23
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 19:00,20,27.51,35.4,15.68,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 20:00,21,35.68,35.4,26.2,96.95
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 21:00,22,27.51,27.51,15.68,97.77
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 22:00,23,26.2,27.51,27.51,93.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-06-2025 23:00,24,35.68,27.51,27.51,94.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 00:00,1,27.51,15.68,35.4,89.9
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 01:00,2,35.68,22.44,22.09,95.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 02:00,3,35.4,26.2,35.4,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 03:00,4,27.51,26.2,15.68,95.93
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 04:00,5,27.51,27.08,15.68,95.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 05:00,6,26.2,27.51,26.2,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 06:00,7,27.51,27.51,15.68,97.2
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 07:00,8,35.4,35.4,35.4,96.47
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 08:00,9,15.68,35.4,35.4,97.93
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 09:00,10,27.08,35.4,15.68,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 10:00,11,35.4,35.4,15.68,62.4
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 11:00,12,35.68,35.4,26.2,82.1
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 12:00,13,35.68,35.68,35.68,92.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 13:00,14,22.44,35.68,35.68,94.5
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 14:00,15,27.51,35.4,15.68,96.03
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 15:00,16,27.51,35.4,15.68,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 16:00,17,27.51,35.4,22.09,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 17:00,18,35.4,35.4,35.4,95.63
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 18:00,19,35.4,35.4,15.68,95.23
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 19:00,20,27.51,35.4,15.68,97.73
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 20:00,21,35.68,35.4,26.2,96.95
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 21:00,22,27.51,27.51,15.68,97.77
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 22:00,23,26.2,27.51,27.51,93.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-07-2025 23:00,24,35.68,27.51,27.51,94.27
Veitnam,Veitnam,Veitnam,PHDIEN-479,SUBSTATION,PHDIEN-479,1,M32450003871,04-08-2025 00:00,1,27.51,15.68,35.4,89.9
